order_id,date,customer_id,product_id,revenue,units,source
4871,2023-02-13 12:37:37,2141,202,91.58,1,web
3908,2023-01-29 03:51:01,43,105,85.92,5,app
431,2023-01-14 19:18:31,134,32,29.81,1,app
3880,2023-01-12 08:11:58,235,147,14.06,1,app
3226,2023-01-28 18:34:51,678,112,50.15,1,app
4955,2023-01-31 15:25:44,470,115,88.66,4,app
1006,2023-03-04 18:14:32,114,192,64.34,4,app
4177,2023-03-29 06:02:49,1569,180,5.91,2,app
439,2023-01-01 09:27:48,938,67,22.18,2,web
2249,2023-02-13 20:53:29,1259,30,66.16,4,web
2167,2023-02-06 15:39:13,1293,172,39.84,4,web
3874,2023-03-23 14:40:45,659,1,74.6,5,web
57,2023-01-27 10:26:48,1778,234,8.13,4,web
366,2023-03-17 11:24:43,2022,117,56.14,3,app
1008,2023-03-25 09:59:20,2406,2,85.17,1,app
260,2023-03-29 15:40:17,1477,153,31.47,5,web
3065,2023-02-13 01:53:34,2034,110,80.01,3,web
4096,2023-01-25 05:50:36,1068,71,25.14,2,app
1715,2023-01-27 01:47:15,2453,77,57.61,3,app
576,2023-02-25 04:43:18,173,197,64.7,2,app
4055,2023-01-25 03:57:23,78,156,18.34,3,web
4978,2023-03-30 17:17:41,596,218,32.16,3,app
2711,2023-03-22 23:06:19,1596,58,27.34,1,web
1180,2023-03-25 01:19:48,282,122,87.97,2,web
3872,2023-01-15 15:13:17,674,121,5.86,5,web
2140,2023-03-30 15:23:31,939,125,63.32,2,web
4453,2023-03-26 16:16:56,538,159,5.92,4,web
2391,2023-01-18 05:22:10,1439,228,18.32,4,web
541,2023-01-15 01:08:13,1287,155,62.5,5,web
4901,2023-03-09 21:17:57,2406,14,17.14,1,web
3767,2023-01-24 10:05:50,1002,64,54.4,3,web
4278,2023-03-17 18:36:34,1246,109,18.11,1,app
4848,2023-02-01 04:47:24,70,78,62.62,4,app
3866,2023-02-06 07:26:34,391,211,21.27,1,app
3744,2023-03-23 14:22:43,1203,86,44.04,2,web
2184,2023-01-22 23:22:00,6,104,36.12,1,app
213,2023-01-20 22:09:19,768,59,29.9,4,web
2839,2023-01-10 04:03:32,1460,149,18.52,3,web
2250,2023-02-12 05:44:59,1016,109,18.11,3,web
3970,2023-02-07 11:34:02,944,200,16.13,4,web
2993,2023-03-17 11:34:40,1063,160,14.64,3,web
3135,2023-03-20 09:25:42,876,93,12.01,1,web
2477,2023-02-17 06:37:51,1701,181,97.85,3,web
4038,2023-03-30 03:04:39,2167,53,10.83,4,app
3847,2023-02-19 23:14:05,1697,63,22.73,5,app
2674,2023-02-23 01:16:32,1704,109,18.11,2,app
3278,2023-03-08 22:04:43,874,33,48.96,2,app
4238,2023-02-12 20:09:00,1411,17,89.24,2,app
4728,2023-03-11 04:39:49,114,203,39.21,2,app
2611,2023-02-10 01:12:09,1830,25,68.32,2,web
1487,2023-01-13 04:05:24,1058,71,25.14,5,web
858,2023-02-13 01:12:26,530,86,44.04,3,app
358,2023-02-15 13:07:27,2079,213,80.06,5,web
4576,2023-03-07 22:54:37,1618,96,39.41,3,web
350,2023-01-03 14:33:54,327,1,74.6,5,app
4060,2023-02-07 05:57:21,2004,122,87.97,5,web
445,2023-02-15 21:41:33,1886,209,45.24,5,web
4552,2023-03-08 12:57:25,942,183,72.14,2,app
2814,2023-02-14 04:21:47,475,111,66.5,5,app
632,2023-01-08 10:23:57,668,198,51.53,2,web
97,2023-01-27 00:43:17,786,179,65.13,1,web
985,2023-02-22 02:48:07,2168,51,83.15,5,app
4995,2023-01-20 00:59:04,690,94,11.08,1,web
795,2023-02-04 15:34:53,788,35,78.52,3,web
604,2023-03-24 05:19:40,1983,233,70.89,3,web
3352,2023-02-12 10:04:45,1411,141,63.16,4,app
1821,2023-03-27 19:29:29,2401,171,87.56,2,web
3379,2023-03-14 17:49:41,507,207,19.23,1,web
3559,2023-03-24 16:48:27,866,81,20.71,5,app
2757,2023-01-07 02:11:17,1575,77,57.61,3,web
4677,2023-02-10 16:26:53,445,212,11.8,4,web
3899,2023-01-23 11:41:08,2170,36,25.01,1,app
1564,2023-01-24 01:16:33,657,218,32.16,4,app
2763,2023-02-20 04:12:51,263,148,46.46,3,web
2365,2023-01-13 11:24:26,874,178,53.42,2,web
2233,2023-02-17 07:12:02,1111,177,37.67,4,web
2167,2023-02-06 15:39:13,1293,170,44.81,5,web
1999,2023-01-08 01:13:58,1251,81,20.71,5,web
2016,2023-03-10 05:37:49,2439,207,19.23,2,app
3486,2023-03-21 03:17:17,1995,124,76.33,3,app
4471,2023-02-03 19:03:55,1157,185,56.84,5,web
3240,2023-02-18 15:16:56,733,200,16.13,2,web
3224,2023-02-25 11:48:03,683,190,97.53,5,app
1836,2023-01-08 02:55:47,575,36,25.01,1,web
107,2023-01-21 22:05:14,539,86,44.04,2,web
4010,2023-03-08 00:03:44,617,51,83.15,2,app
2359,2023-02-13 04:14:19,2422,116,16.86,5,web
665,2023-01-09 01:19:04,1818,100,86.41,3,web
4865,2023-01-13 18:49:10,150,114,13.91,4,app
1373,2023-01-24 17:56:41,834,108,75.11,1,app
978,2023-01-20 11:40:02,2232,215,78.52,2,web
1310,2023-02-13 14:16:53,282,16,28.62,4,web
1399,2023-01-29 05:41:05,1539,124,76.33,4,web
492,2023-02-18 04:08:16,1668,94,11.08,5,web
3666,2023-03-03 08:09:03,2212,179,65.13,1,web
2689,2023-02-14 18:04:30,1416,207,19.23,4,app
293,2023-02-09 06:33:32,2003,17,89.24,4,app
4078,2023-02-15 21:52:52,1028,215,78.52,1,app
469,2023-01-29 10:23:34,976,79,46.74,3,app
76,2023-02-27 21:51:10,998,86,44.04,4,web
4061,2023-02-07 07:43:59,2409,86,44.04,3,app
2568,2023-01-01 05:15:19,1312,84,71.84,4,web
1569,2023-01-25 10:09:25,1439,135,72.48,1,app
558,2023-03-22 03:12:56,90,63,22.73,2,web
2516,2023-01-20 10:49:00,877,177,37.67,2,app
4097,2023-01-17 00:30:49,2091,109,18.11,3,app
1718,2023-02-11 07:34:45,2253,218,32.16,1,web
2161,2023-03-03 05:03:50,2201,106,96.51,1,app
1353,2023-03-24 21:10:01,731,66,87.05,3,web
171,2023-01-06 22:04:08,1659,102,62.78,3,app
2860,2023-02-27 01:31:39,1990,126,14.26,5,app
447,2023-01-12 22:53:23,2230,147,14.06,4,web
191,2023-02-07 06:35:25,2098,111,66.5,3,app
3580,2023-01-21 05:01:11,238,206,88.94,4,web
2517,2023-03-08 05:59:22,1394,155,62.5,2,web
1736,2023-03-22 14:28:36,1907,22,16.71,2,app
3270,2023-01-05 09:15:03,899,235,30.67,2,app
360,2023-01-18 22:38:14,1203,133,94.56,3,web
659,2023-03-18 10:24:58,530,82,21.26,3,web
2345,2023-01-25 07:07:25,487,186,50.9,4,app
4318,2023-03-10 17:36:11,69,204,13.67,2,web
278,2023-01-26 11:04:24,1934,175,86.04,2,app
3800,2023-03-22 07:01:35,1447,92,84.13,3,web
2322,2023-01-04 04:48:53,709,190,97.53,3,web
3002,2023-02-12 04:44:17,575,220,36.85,5,web
4746,2023-03-21 01:04:12,689,160,14.64,1,web
3908,2023-01-29 03:51:01,43,160,14.64,3,app
1742,2023-01-27 00:43:53,1339,6,85.97,2,web
2950,2023-02-11 18:23:30,875,209,45.24,3,web
3153,2023-02-16 08:27:10,1146,206,88.94,4,app
602,2023-01-03 04:46:01,2218,56,27.6,5,web
1607,2023-01-19 08:28:56,243,206,88.94,2,web
3428,2023-02-02 12:42:56,1496,187,68.07,3,web
2131,2023-03-29 18:13:22,181,153,31.47,2,app
173,2023-01-08 08:49:44,572,213,80.06,5,web
3973,2023-03-10 21:52:19,1224,198,51.53,4,web
3844,2023-01-04 14:14:08,1079,16,28.62,2,app
2375,2023-02-26 04:26:10,2441,214,11.53,2,app
2238,2023-01-05 16:52:32,600,235,30.67,5,web
1550,2023-03-24 14:00:32,193,44,63.19,2,app
3661,2023-03-26 04:43:50,1757,227,71.1,3,web
3367,2023-03-07 22:23:31,1830,209,45.24,2,web
246,2023-03-14 02:42:37,216,182,16.41,3,app
4801,2023-02-26 21:27:45,1219,208,10.48,4,web
3871,2023-02-11 06:30:44,1838,183,72.14,3,app
3160,2023-01-01 20:51:26,1177,197,64.7,3,web
3126,2023-01-27 17:59:44,254,203,39.21,1,web
916,2023-03-10 11:26:30,2238,26,98.94,4,app
2650,2023-02-22 19:15:59,128,219,44.09,2,app
144,2023-02-27 01:44:24,2398,165,97.06,2,web
1608,2023-01-04 19:45:57,625,3,29.33,3,app
3658,2023-03-22 18:00:07,142,167,22.18,5,app
292,2023-02-04 19:58:39,2132,202,91.58,2,app
4962,2023-01-11 23:43:44,375,112,50.15,1,web
4554,2023-03-11 12:11:16,1789,90,19.96,3,app
3783,2023-01-16 00:33:10,333,139,36.33,3,web
1193,2023-02-21 22:03:23,469,208,10.48,4,web
1448,2023-03-12 21:35:50,430,97,98.03,1,web
3480,2023-02-15 21:37:00,515,159,5.92,4,app
2233,2023-02-17 07:12:02,1111,138,56.49,5,web
3646,2023-03-17 10:23:16,377,14,17.14,5,app
2614,2023-01-29 12:37:54,1542,134,88.46,1,app
742,2023-03-07 08:42:59,7,156,18.34,3,web
1255,2023-02-13 00:46:33,2240,161,34.62,4,web
41,2023-02-03 19:01:06,1939,216,60.92,4,web
865,2023-03-26 06:52:14,1973,44,63.19,1,app
3080,2023-02-26 18:01:38,2181,7,23.09,2,app
1626,2023-03-30 07:49:15,874,73,56.05,2,web
3651,2023-01-05 03:52:53,586,48,85.2,4,web
3651,2023-01-05 03:52:53,586,168,65.47,5,web
4893,2023-03-18 04:46:23,1351,155,62.5,5,app
3862,2023-01-21 18:21:35,1758,201,58.77,4,web
58,2023-03-11 22:17:35,2455,189,60.6,5,app
1780,2023-03-07 01:57:00,961,153,31.47,5,app
3485,2023-03-25 08:51:22,2179,224,70.11,2,app
4302,2023-03-06 18:51:02,1892,94,11.08,5,web
2356,2023-02-19 01:31:12,663,209,45.24,5,web
3602,2023-03-28 10:42:43,1150,27,24.13,3,web
3765,2023-03-15 11:56:39,828,229,20.94,4,app
1295,2023-01-23 14:53:15,1810,38,29.47,4,web
507,2023-03-20 22:53:30,1113,9,79.84,1,web
818,2023-03-28 10:22:19,1057,90,19.96,4,app
2876,2023-01-15 05:16:52,826,76,19.21,2,web
3058,2023-02-24 11:04:03,105,69,81.07,3,web
609,2023-02-09 22:38:17,10,195,13.36,2,web
1961,2023-03-25 06:18:12,581,175,86.04,2,web
1940,2023-02-18 03:31:01,2386,98,6.85,1,app
4234,2023-01-29 03:58:59,2108,71,25.14,4,app
2484,2023-02-20 03:55:39,1143,128,32.27,4,web
1843,2023-01-30 16:24:23,788,155,62.5,4,app
3703,2023-03-14 23:39:57,1161,114,13.91,2,app
2860,2023-02-27 01:31:39,1990,117,56.14,2,app
4401,2023-01-20 10:06:14,50,144,89.62,2,app
2614,2023-01-29 12:37:54,1542,121,5.86,2,app
3761,2023-02-20 23:28:29,2170,131,46.98,1,app
2193,2023-03-23 18:49:44,439,218,32.16,1,web
3562,2023-03-08 11:02:43,1651,218,32.16,1,web
1108,2023-01-02 02:34:55,1086,71,25.14,1,app
606,2023-03-11 20:07:52,263,99,62.64,5,web
692,2023-03-12 05:54:56,2112,151,91.75,2,app
813,2023-03-13 00:06:00,63,138,56.49,1,web
4018,2023-02-19 13:49:24,1625,163,23.41,4,web
4,2023-03-15 17:50:17,2099,65,90.16,4,app
3373,2023-02-16 15:24:26,2258,29,53.64,3,web
1392,2023-03-01 02:12:16,17,238,73.49,5,app
3840,2023-01-04 06:19:58,745,107,29.51,4,app
4108,2023-03-06 05:22:53,128,178,53.42,5,app
4974,2023-01-30 23:50:54,1143,178,53.42,5,web
3535,2023-01-23 03:30:09,204,200,16.13,1,web
898,2023-01-29 04:50:40,637,133,94.56,1,app
4985,2023-03-15 01:28:49,75,138,56.49,3,web
2761,2023-02-18 16:16:10,23,11,45.71,5,app
2644,2023-03-03 15:48:10,562,2,85.17,1,web
3559,2023-03-24 16:48:27,866,51,83.15,2,app
4513,2023-02-09 08:53:14,398,33,48.96,4,web
1182,2023-02-10 13:24:01,2234,95,13.12,4,app
2051,2023-01-21 12:54:23,823,49,95.08,1,web
667,2023-01-17 03:10:50,931,111,66.5,2,web
922,2023-01-30 13:06:24,747,5,22.83,1,web
2396,2023-02-06 17:19:01,2248,80,71.87,2,web
48,2023-02-21 18:00:53,206,127,24.01,1,app
1030,2023-01-13 06:36:11,1286,231,90.51,5,app
4424,2023-02-24 22:53:53,2093,29,53.64,1,app
4137,2023-01-21 23:22:56,361,84,71.84,1,app
261,2023-03-28 09:23:23,2222,16,28.62,4,web
3525,2023-03-22 02:23:11,607,157,29.69,2,web
1121,2023-01-23 18:09:46,1112,10,93.17,5,web
2511,2023-03-17 09:41:56,1405,197,64.7,1,app
2715,2023-02-14 21:11:00,1770,69,81.07,5,web
2321,2023-01-16 09:20:33,719,155,62.5,5,web
2170,2023-02-05 18:56:33,1237,128,32.27,2,web
4196,2023-01-29 01:52:20,321,74,95.27,1,app
2089,2023-01-14 06:53:52,2156,228,18.32,2,app
3404,2023-03-20 20:21:46,1182,193,13.02,1,web
1213,2023-03-16 03:46:35,128,58,27.34,2,app
3892,2023-01-06 16:30:28,1688,62,45.51,3,web
2758,2023-03-04 03:55:00,1889,113,80.26,2,web
4275,2023-03-11 16:57:54,2113,75,83.48,1,app
4777,2023-01-08 20:25:32,1989,8,39.81,5,web
3185,2023-02-07 04:11:49,1630,10,93.17,1,app
311,2023-02-16 09:19:50,2333,113,80.26,5,web
230,2023-02-28 08:32:54,1113,120,89.81,1,app
105,2023-01-14 20:01:58,1659,155,62.5,2,app
2391,2023-01-18 05:22:10,1439,169,17.29,5,web
2576,2023-02-12 20:14:23,380,16,28.62,5,app
3085,2023-01-19 16:02:36,1366,197,64.7,4,web
2579,2023-03-13 17:32:10,141,163,23.41,1,web
4239,2023-02-18 20:08:11,37,231,90.51,1,app
484,2023-02-21 09:03:56,1268,66,87.05,3,web
3510,2023-02-08 06:40:03,1145,125,63.32,1,web
1654,2023-03-06 15:37:06,895,163,23.41,1,app
4514,2023-03-16 04:10:32,662,211,21.27,5,app
2106,2023-01-07 08:25:07,1129,84,71.84,2,app
4353,2023-01-19 23:42:06,1056,159,5.92,5,web
1637,2023-03-20 07:07:45,903,86,44.04,5,app
2546,2023-02-13 05:08:25,1660,30,66.16,5,app
1590,2023-01-24 05:03:52,2080,50,27.38,5,web
4811,2023-01-27 21:23:13,1876,222,38.57,2,web
4019,2023-02-11 19:00:44,1693,104,36.12,2,web
3786,2023-03-28 02:31:36,827,77,57.61,3,app
1846,2023-01-05 18:57:44,909,223,60.76,3,web
489,2023-03-07 15:30:23,1758,122,87.97,5,web
4058,2023-01-28 19:44:00,2442,217,15.17,2,web
3744,2023-03-23 14:22:43,1203,195,13.36,2,web
2862,2023-01-16 12:45:16,1516,50,27.38,4,web
3288,2023-03-01 06:51:45,167,98,6.85,1,web
4840,2023-03-25 14:35:45,1182,47,79.97,3,web
2948,2023-01-23 01:15:23,926,90,19.96,3,web
2876,2023-01-15 05:16:52,826,112,50.15,2,web
208,2023-02-12 17:30:38,2424,194,85.04,5,web
1578,2023-02-23 10:35:47,301,198,51.53,1,web
2451,2023-03-03 03:13:01,1727,123,32.46,5,web
4614,2023-03-14 19:46:57,2105,90,19.96,5,web
2823,2023-03-16 04:33:20,1083,174,42.34,4,app
4778,2023-02-06 01:56:38,2351,12,67.83,4,web
149,2023-01-11 21:09:15,579,51,83.15,4,web
3115,2023-01-07 14:36:59,1173,187,68.07,1,web
2147,2023-03-04 16:26:16,2315,7,23.09,5,web
346,2023-02-23 23:21:10,1083,213,80.06,2,web
877,2023-03-04 15:58:02,2082,230,39.57,2,web
4890,2023-01-11 12:12:39,290,143,53.74,2,app
1378,2023-01-06 04:35:44,1324,77,57.61,2,app
2900,2023-02-18 05:12:32,878,196,23.19,2,app
1224,2023-01-26 19:51:52,1110,193,13.02,5,web
3879,2023-03-06 18:22:41,365,109,18.11,4,web
2191,2023-03-09 13:15:17,1835,49,95.08,4,app
4335,2023-03-28 05:22:08,1293,236,18.32,4,app
2025,2023-01-11 14:28:41,657,237,63.3,3,app
1991,2023-03-16 07:41:59,1125,178,53.42,5,web
862,2023-03-17 06:28:36,1027,105,85.92,4,web
2426,2023-01-29 03:07:46,2370,234,8.13,4,app
2025,2023-01-11 14:28:41,657,24,42.42,1,app
4220,2023-03-01 12:51:31,2242,118,77.12,3,app
1135,2023-01-27 17:26:25,40,230,39.57,1,web
783,2023-01-12 11:07:12,905,175,86.04,3,app
4685,2023-01-05 04:24:09,596,81,20.71,2,web
3826,2023-02-04 17:29:19,1876,162,71.6,2,web
162,2023-01-19 13:08:48,974,43,29.49,4,web
1978,2023-01-22 06:38:04,2364,33,48.96,4,app
2327,2023-01-17 15:33:00,56,120,89.81,5,app
4707,2023-03-24 12:28:32,2316,197,64.7,2,web
1596,2023-02-25 21:21:51,2054,45,47.2,4,app
4222,2023-02-15 23:17:24,2107,158,44.8,2,app
1328,2023-03-01 00:50:31,1873,227,71.1,1,app
3074,2023-01-25 11:16:26,1742,25,68.32,2,app
1599,2023-02-02 02:59:28,1347,25,68.32,2,app
1900,2023-01-25 01:07:27,248,115,88.66,4,app
2377,2023-03-16 14:12:46,214,148,46.46,5,web
1520,2023-02-28 12:23:27,1797,146,31.54,2,app
